PropertyType,District,Mukim,SchemeName,TransactionDate,Tenure,ParcelArea,Unit,UnitLevel,TransactionPrice,PropertyType(strata),Sector,State
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,FERNLEA COURT,Aug-22,Freehold,169,sq.m,1,1060000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SRI MURNI CONDO,Aug-22,Freehold,279,sq.m,1,1530000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,GEMILANG INDAH,Aug-22,Freehold,84,sq.m,1,300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DAMAI SURIA,Sep-22,Freehold,374,sq.m,1,2800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,BANGSAR HEIGHTS,Sep-22,Freehold,84,sq.m,1,650000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DESA KUDALARI,Sep-22,Freehold,77,sq.m,1,1000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SRI MUTIARA CONDO,Oct-22,Freehold,104,sq.m,1,345000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KONDOMINIUM NOBLETON CREST,Oct-22,Freehold,326,sq.m,1,4050000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MENARA WARISAN,Oct-22,Freehold,111,sq.m,1,350000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SRI MURNI CONDO,Oct-22,Freehold,171,sq.m,1,1200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Nov-22,Freehold,178.85,sq.m,1,1360000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,TEPIAN LOKE YEW,Dec-22,Freehold,78,sq.m,1,180000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DESA KUDALARI,Dec-22,Freehold,76,sq.m,1,1100000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE CAPERS @ SENTUL EAST,Dec-22,Freehold,95.05,sq.m,1,640000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DUA RESIDENCY,Feb-23,Freehold,319,sq.m,1,2700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,TIONG NAM FLAT,Feb-23,Freehold,43,sq.m,1,250000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,BANGSAR PERMAI,Mar-23,Freehold,68,sq.m,1,407000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DESA KUDALARI,Apr-23,Freehold,110,sq.m,1,1300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SUTERA BUKIT TUNKU,May-23,Freehold,336,sq.m,1,2568000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,TIJANI 2 CONDO,May-23,Freehold,275,sq.m,1,2400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,TIJANI 2 CONDO,Jun-23,Freehold,273,sq.m,1,2240000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SRI BUKIT PERSEKUTUAN,Jun-23,Freehold,319,sq.m,1,2800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,U-THANT RESIDENCE,Jun-23,Freehold,308,sq.m,1,3300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,VILLA PUTRA,Aug-23,Freehold,66,sq.m,1,280000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SHAHZAN COURT,Aug-23,Freehold,76,sq.m,1,460000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SHAHZAN COURT,Aug-23,Freehold,98,sq.m,1,660000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MENARA WARISAN,Aug-23,Freehold,109,sq.m,1,370000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,DESA KUDALARI,Sep-23,Freehold,76,sq.m,1,1200000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SHAHZAN COURT,Sep-23,Freehold,98,sq.m,1,600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,KELAB LE CHATEAU II,Sep-23,Freehold,90,sq.m,1,340000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,WISMA CUEPACS,Oct-23,Freehold,43,sq.m,1,240000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MENARA WARISAN,Oct-23,Freehold,53,sq.m,1,240000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI SOUTH BROOKS,Jul-21,Freehold,80,sq.m,1,680000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MON'T KIARA PINES,Oct-21,Freehold,113,sq.m,1,720000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SRI PUTRAMAS II,Nov-21,Freehold,129,sq.m,1,490000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ANGGUNPURI CONDO,Dec-21,Freehold,76,sq.m,1,400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,Dec-21,Freehold,130,sq.m,1,650000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI SOUTH BROOKS,Dec-21,Freehold,115,sq.m,1,990000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VILLA ORKID,Feb-22,Freehold,175,sq.m,1,800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,NADIA PARKFRONT CONDO (DESA PARKCITY),Feb-22,Freehold,79,sq.m,1,620000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,NOVA APARTMENT,Mar-22,Freehold,74,sq.m,1,300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI DUTA KIARA,Mar-22,Freehold,108,sq.m,1,970000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,KIARAMAS AYURIA CONDO,Mar-22,Freehold,149,sq.m,1,947000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI SOUTH BROOKS,Apr-22,Freehold,98,sq.m,1,987000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,LA GRANDE KIARA,May-22,Freehold,184,sq.m,1,980000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ANGSA APT,May-22,Freehold,90,sq.m,1,390000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,NOVA APARTMENT,Jun-22,Freehold,69,sq.m,1,298000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,AMANDARI KONDO,Jun-22,Freehold,180,sq.m,1,630000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,Jul-22,Freehold,115,sq.m,1,620000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,KIARAMAS CENDANA,Aug-22,Freehold,170,sq.m,1,1050000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SERI GEMBIRA APARTMENT,Sep-22,Freehold,88,sq.m,1,330000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,ANGKUPURI,Oct-22,Freehold,117,sq.m,1,570000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI DUTA KIARA,Oct-22,Freehold,198,sq.m,1,1800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VILLA ORKID,Oct-22,Freehold,175,sq.m,1,730000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,FLORA MURNI CONDO,Nov-22,Freehold,158,sq.m,1,1300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,THE WESTSIDE TWO (DESA PARKCITY),Dec-22,Freehold,128,sq.m,1,980000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SUTRAMAS,Dec-22,Freehold,128,sq.m,1,680000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,LANAI KIARA,Dec-22,Freehold,151,sq.m,1,615000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MON'T KIARA ASTANA,Dec-22,Freehold,130,sq.m,1,900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,Mar-23,Freehold,115,sq.m,1,600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MONT KIARA DAMAI,Apr-23,Freehold,311,sq.m,1,2340000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SRI PUTRAMAS,May-23,Freehold,97,sq.m,1,520000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,KIARA VILLE,May-23,Freehold,179,sq.m,1,1290000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,AMANDARI KONDO,May-23,Freehold,148,sq.m,1,600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MON'T KIARA PELANGI,Jun-23,Freehold,129,sq.m,1,780000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MENARA MENJALARA,Jun-23,Freehold,100,sq.m,1,423000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,CONCERTO NORTH KIARA,Jul-23,Freehold,168,sq.m,1,1050000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,AMANDARI KONDO,Jul-23,Freehold,148,sq.m,1,550000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,RESIDENSI HARMONI 2,Jul-23,Freehold,160,sq.m,1,945000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,MON'T KIARA ASTANA,Aug-23,Freehold,127,sq.m,1,777000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,VISTA KIARA,Sep-23,Freehold,101,sq.m,1,1500000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Batu,SRI PUTRAMAS,Oct-23,Freehold,97,sq.m,1,630000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,Jul-21,Freehold,108,sq.m,1,360000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Cheras,VISTA HARMONI,Aug-22,Freehold,82,sq.m,1,325000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,CASA VISTA CONDO,Dec-21,Freehold,118,sq.m,1,775000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA SETIA,Dec-21,Freehold,90,sq.m,1,1150000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SRI TTDI,Feb-22,Freehold,93,sq.m,1,605000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,FABER INDAH,Mar-22,Freehold,82,sq.m,1,388000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA VISTA CONDO,Apr-22,Freehold,177,sq.m,1,1904000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SRI KASTURINA,Apr-22,Freehold,124,sq.m,1,888000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,KIARA PARK CONDO,May-22,Freehold,140,sq.m,1,900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SRI DUTA I & II,Jun-22,Freehold,189,sq.m,1,1280000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PAPILLON DESA HILL CONDO,Jul-22,Freehold,123,sq.m,1,900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PARKROSE CONDOMINIUM,Jul-22,Freehold,157,sq.m,1,1250000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,CONTESSA,Jul-22,Freehold,143,sq.m,1,850000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PARKROSE CONDOMINIUM,Oct-22,Freehold,114,sq.m,1,1000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,CASA VISTA CONDO,Dec-22,Freehold,104,sq.m,1,670000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PALMYRA BANGSAR,Jan-23,Freehold,319,sq.m,1,3650000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,TIVOLI VILLAS,Feb-23,Freehold,99,sq.m,1,740000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,KIARA PARK CONDO,Feb-23,Freehold,126,sq.m,1,800000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,MENARA HARTAMAS,Apr-23,Freehold,165,sq.m,1,1000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,TIVOLI VILLAS,Apr-23,Freehold,99,sq.m,1,830000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PUNCAK PRIMA-SRI HARTAMAS,May-23,Freehold,88,sq.m,1,420000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,PRIMA DAMANSARA,Jun-23,Freehold,126,sq.m,1,1300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,KETUMBAR HEIGHTS,Jun-23,Freehold,70,sq.m,1,310000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,TUSCANY,Jul-23,Freehold,115,sq.m,1,950000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Jul-23,Freehold,125,sq.m,1,985000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Jul-23,Freehold,124,sq.m,1,700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Jul-23,Freehold,125,sq.m,1,700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Jul-23,Freehold,127,sq.m,1,700000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,KIARA PARK CONDO,Jul-23,Freehold,129,sq.m,1,888000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,FABER RIA,Jul-23,Freehold,85,sq.m,1,475000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,THE TRELLISES,Aug-23,Freehold,92,sq.m,1,690000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,DESA BISTARI,Aug-23,Freehold,114,sq.m,1,935000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Aug-23,Freehold,124,sq.m,1,940000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Sep-23,Freehold,124,sq.m,1,920000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,MENARA HARTAMAS,Oct-23,Freehold,210,sq.m,1,900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Kuala Lumpur,SRI DUTA I & II,Oct-23,Freehold,168,sq.m,1,1100000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Mar-21,Freehold,72,sq.m,1,300000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Oct-21,Freehold,157,sq.m,1,550000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Nov-21,Freehold,136.1,sq.m,1,320000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,ARENA GREEN,Nov-21,Freehold,69,sq.m,1,320000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Nov-21,Freehold,72,sq.m,1,275000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,SRI DESA,Dec-21,Freehold,101,sq.m,1,440000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,PANGSAPURI BUKIT AWAN SARI,Dec-21,Freehold,104,sq.m,1,330000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,RESIDENSI GEN,Dec-21,Freehold,107,sq.m,1,885000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Dec-21,Freehold,136.1,sq.m,1,450000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,THE Z RESIDENCE,Jan-22,Freehold,131,sq.m,1,770000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,FERN LODGE,Feb-22,Freehold,207,sq.m,1,840000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT GEMBIRA,Feb-22,Freehold,86,sq.m,1,340000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,VILLA OUG CONDO,Mar-22,Freehold,106,sq.m,1,490000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,UNION HEIGHTS(STRATA),Apr-22,Freehold,110,sq.m,1,400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,UNION HEIGHTS(STRATA),Apr-22,Freehold,90,sq.m,1,388000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,JALIL DAMAI APT,Jun-22,Freehold,88,sq.m,1,400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,G RESIDENCE,Jun-22,Freehold,106,sq.m,1,610000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,MEADOW PARK,Jun-22,Freehold,86,sq.m,1,290000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,PUNCAK BANYAN,Jul-22,Freehold,75,sq.m,1,270000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,RESIDENSI GEN,Aug-22,Freehold,144,sq.m,1,1146000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,KM 1 BUKIT JALIL,Sep-22,Freehold,217.94,sq.m,1,2680000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,VILLA OUG CONDO,Sep-22,Freehold,106,sq.m,1,585000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,PELANGI INDAH CONDO,Oct-22,Freehold,79,sq.m,1,275000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Oct-22,Freehold,72,sq.m,1,239000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,THE Z RESIDENCE,Dec-22,Freehold,131,sq.m,1,670000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,VILLA BAHAGIA,Feb-23,Freehold,77,sq.m,1,320000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,UNION HEIGHTS(STRATA),Feb-23,Freehold,93,sq.m,1,400000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,BUKIT OUG,Mar-23,Freehold,73.5,sq.m,1,270000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,ARENA GREEN,Mar-23,Freehold,69,sq.m,1,325000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,VANTAGE POINT (TAMAN DESA PETALING),May-23,Freehold,82.4,sq.m,1,310000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,SRI DESA,May-23,Freehold,88,sq.m,1,355000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,TMN SRI JATI APT,May-23,Freehold,90,sq.m,1,345000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,TMN SRI JATI APT,May-23,Freehold,90,sq.m,1,288000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,MESRARIA APT,Jun-23,Freehold,125.8,sq.m,1,688000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,ARENA GREEN,Jun-23,Freehold,68,sq.m,1,257000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,G RESIDENCE,Aug-23,Freehold,144,sq.m,1,900000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,RESIDENSI GEN,Aug-23,Freehold,144,sq.m,1,1280000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Mukim Petaling,VISTA KOMANWEL,Sep-23,Freehold,130,sq.m,1,600000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE MAPLE,Nov-21,Freehold,145.75,sq.m,10,1000000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE SAFFRON,Dec-21,Freehold,101,sq.m,10,550000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PEARL,Dec-21,Freehold,315,sq.m,10,2150000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE FENNEL @ SENTUL EAST,May-22,Freehold,103.6,sq.m,10,690000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE MAPLE,Jun-22,Freehold,142.65,sq.m,10,850000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE MAPLE,Jul-22,Freehold,142.65,sq.m,10,810000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,SUASANA SENTRAL LOFT CONDO,Jul-22,Freehold,139,sq.m,10,1150000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE MAPLE,Aug-22,Freehold,142.65,sq.m,10,810000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE SAFFRON,Sep-22,Freehold,101,sq.m,10,610000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,CHOO CHENG KHAY FLAT,Oct-22,Freehold,153.7,sq.m,10,630000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,THE PINES CONDO,Nov-22,Freehold,95,sq.m,10,520000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,ROBSON CONDOMINIUM,Dec-22,Freehold,135,sq.m,10,655000,Strata,Residential,WP Kuala Lumpur
Condominium/Apartment,Kuala Lumpur,Kuala Lumpur Town Centre,MENARA CITY ONE,Jan-23,Freehold,116,sq.m,10,400000,Strata,Residential,WP Kuala Lumpur
